Date,Age,Tank_ID,Parental_treatment,Tube_ID,length_um
20190325,08_days,T0,var.pH,200,94.687
20190325,08_days,T0,var.pH,200,111.423
20190325,08_days,T0,var.pH,200,99.474
20190325,08_days,T0,var.pH,200,89.162
20190325,08_days,T0,var.pH,200,80.059
20190325,08_days,T0,var.pH,200,117.578
20190325,08_days,T0,var.pH,200,120.426
20190325,08_days,T0,var.pH,200,112.411
20190325,08_days,T0,var.pH,200,129.353
20190325,08_days,T0,var.pH,200,151.64
20190325,08_days,T2,ambient,204,119.948
20190325,08_days,T2,ambient,204,83.001
20190325,08_days,T2,ambient,204,115.888
20190325,08_days,T2,ambient,204,115.692
20190325,08_days,T2,ambient,204,127.909
20190325,08_days,T2,ambient,204,100.79
20190325,08_days,T2,ambient,204,101.456
20190325,08_days,T2,ambient,204,91.732
20190325,08_days,T2,ambient,204,90.291
20190325,08_days,T2,ambient,204,110.819
20190325,08_days,T2,ambient,204,108.749
20190325,08_days,T2,ambient,204,94.467
20190325,08_days,T2,ambient,204,136.379
20190325,08_days,T2,ambient,204,113.019
20190325,08_days,T2,ambient,204,110.011
20190325,08_days,T2,ambient,204,85.753
20190329,12_days,T1,ambient,208,141.384
20190329,12_days,T1,ambient,208,115.731
20190329,12_days,T1,ambient,208,147.499
20190329,12_days,T1,ambient,208,133.434
20190329,12_days,T1,ambient,208,133.657
20190329,12_days,T1,ambient,208,93.522
20190329,12_days,T1,ambient,208,126.974
20190329,12_days,T1,ambient,208,150.739
20190329,12_days,T1,ambient,208,134.545
20190329,12_days,T1,ambient,208,135.34
20190329,12_days,T1,ambient,208,127.165
20190329,12_days,T1,ambient,208,121.121
20190329,12_days,T1,ambient,208,133.194
20190329,12_days,T1,ambient,208,130.499
20190329,12_days,T1,ambient,208,121.797
20190329,12_days,T1,ambient,208,118.669
20190329,12_days,T2,ambient,210,124.875
20190329,12_days,T2,ambient,210,126.331
20190329,12_days,T2,ambient,210,129.844
20190329,12_days,T2,ambient,210,120.858
20190329,12_days,T2,ambient,210,138.67
20190329,12_days,T2,ambient,210,107.69
20190329,12_days,T2,ambient,210,110.175
20190329,12_days,T2,ambient,210,129.382
20190329,12_days,T2,ambient,210,119.595
20190329,12_days,T2,ambient,210,137.018
20190329,12_days,T2,ambient,210,97.066
20190329,12_days,T2,ambient,210,113.684
20190329,12_days,T2,ambient,210,112.408
20190329,12_days,T2,ambient,210,107.451
20190329,12_days,T2,ambient,210,117.484
20190329,12_days,T2,ambient,210,134.247
20190329,12_days,T2,ambient,210,126.005
20190329,12_days,T2,ambient,210,111.431
20190329,12_days,T2,ambient,210,108.633
20190329,12_days,T3,var.pH,212,137.844
20190329,12_days,T3,var.pH,212,147.613
20190329,12_days,T3,var.pH,212,133.843
20190329,12_days,T3,var.pH,212,129.948
20190329,12_days,T3,var.pH,212,146.383
20190329,12_days,T3,var.pH,212,160.127
20190329,12_days,T3,var.pH,212,164.345
20190329,12_days,T3,var.pH,212,143.452
20190329,12_days,T3,var.pH,212,171.076
20190329,12_days,T3,var.pH,212,141.023
20190329,12_days,T3,var.pH,212,116.634
20190329,12_days,T3,var.pH,212,152.134
20190329,12_days,T3,var.pH,212,134.796
20190329,12_days,T3,var.pH,212,137.593
20190329,12_days,T3,var.pH,212,139.713
20190329,12_days,T3,var.pH,212,136.41
20190329,12_days,T3,var.pH,212,126.799
20190329,12_days,T3,var.pH,212,131.626
20190329,12_days,T3,var.pH,212,116.566
20190329,12_days,T3,var.pH,212,132.701
20190329,12_days,T3,var.pH,212,129.639
20190329,12_days,T3,var.pH,212,154.736
20190329,12_days,T3,var.pH,212,144.374
20190329,12_days,T3,var.pH,212,148.66
20190329,12_days,T3,var.pH,212,153.993
20190329,12_days,T3,var.pH,212,113.525
20190329,12_days,T3,var.pH,212,147.648
20190329,12_days,T3,var.pH,212,143.097
20190329,12_days,T3,var.pH,212,145.35
20190402,16_days,T1,ambient,214,155.198
20190402,16_days,T1,ambient,214,171.488
20190402,16_days,T1,ambient,214,164.685
20190402,16_days,T1,ambient,214,126.487
20190402,16_days,T1,ambient,214,128.934
20190402,16_days,T1,ambient,214,158.744
20190402,16_days,T1,ambient,214,156.636
20190402,16_days,T1,ambient,214,158.275
20190402,16_days,T1,ambient,214,167.124
20190402,16_days,T1,ambient,214,157.248
20190402,16_days,T1,ambient,214,123.661
20190402,16_days,T1,ambient,214,131.9
20190402,16_days,T1,ambient,214,142.857
20190402,16_days,T1,ambient,214,162.063
20190402,16_days,T1,ambient,214,144.414
20190402,16_days,T1,ambient,214,165.35
20190402,16_days,T1,ambient,214,148.506
20190402,16_days,T1,ambient,214,157.283
20190402,16_days,T1,ambient,214,183.165
20190402,16_days,T1,ambient,214,176.668
20190402,16_days,T1,ambient,214,167.287
20190402,16_days,T1,ambient,214,132.894
20190402,16_days,T1,ambient,214,137.633
20190402,16_days,T1,ambient,214,161.167
20190402,16_days,T1,ambient,214,152.304
20190402,16_days,T1,ambient,214,146.947
20190402,16_days,T1,ambient,214,159.604
20190402,16_days,T1,ambient,214,135.861
20190402,16_days,T1,ambient,214,149.274
20190402,16_days,T1,ambient,214,150.608
20190402,16_days,T1,ambient,214,127.693
20190402,16_days,T1,ambient,214,154.534
20190402,16_days,T1,ambient,214,134.828
20190402,16_days,T1,ambient,214,146.478
20190402,16_days,T1,ambient,214,149.368
20190402,16_days,T1,ambient,214,167.066
20190402,16_days,T1,ambient,214,161.305
20190402,16_days,T1,ambient,214,167.156
20190402,16_days,T1,ambient,214,143.627
20190402,16_days,T1,ambient,214,154.464
20190402,16_days,T1,ambient,214,136.671
20190402,16_days,T1,ambient,214,146.567
20190402,16_days,T1,ambient,214,139.079
20190402,16_days,T1,ambient,214,155.253
20190402,16_days,T1,ambient,214,143.536
20190402,16_days,T1,ambient,214,134.645
20190402,16_days,T1,ambient,214,127.702
20190402,16_days,T1,ambient,214,147.387
20190402,16_days,T1,ambient,214,150.694
20190402,16_days,T2,ambient,216,161.698
20190402,16_days,T2,ambient,216,156.983
20190402,16_days,T2,ambient,216,139.532
20190402,16_days,T2,ambient,216,136.364
20190402,16_days,T2,ambient,216,170.294
20190402,16_days,T2,ambient,216,135.084
20190402,16_days,T2,ambient,216,164.773
20190402,16_days,T2,ambient,216,168.955
20190402,16_days,T2,ambient,216,172.308
20190402,16_days,T2,ambient,216,150.662
20190402,16_days,T2,ambient,216,165.814
20190402,16_days,T2,ambient,216,162.95
20190402,16_days,T2,ambient,216,173.33
20190402,16_days,T2,ambient,216,169.997
20190402,16_days,T2,ambient,216,153.782
20190402,16_days,T2,ambient,216,145.451
20190402,16_days,T2,ambient,216,143.424
20190402,16_days,T2,ambient,216,137.585
20190402,16_days,T2,ambient,216,143.422
20190402,16_days,T2,ambient,216,160.088
20190402,16_days,T2,ambient,216,150.916
20190402,16_days,T2,ambient,216,138.029
20190402,16_days,T2,ambient,216,163.296
20190402,16_days,T2,ambient,216,159.378
20190402,16_days,T2,ambient,216,136.983
20190402,16_days,T2,ambient,216,145.108
20190402,16_days,T2,ambient,216,159.09
20190402,16_days,T2,ambient,216,160.074
20190402,16_days,T2,ambient,216,155.664
20190402,16_days,T2,ambient,216,152.578
20190402,16_days,T2,ambient,216,154.034
20190402,16_days,T2,ambient,216,100.338
20190402,16_days,T2,ambient,216,160.797
20190402,16_days,T2,ambient,216,162.869
20190402,16_days,T2,ambient,216,144.516
20190402,16_days,T2,ambient,216,158.492
20190402,16_days,T2,ambient,216,167.292
20190402,16_days,T2,ambient,216,158.903
20190402,16_days,T2,ambient,216,150.103
20190402,16_days,T2,ambient,216,146.158
20190402,16_days,T2,ambient,216,170.467
20190402,16_days,T2,ambient,216,150.622
20190402,16_days,T2,ambient,216,158.901
20190402,16_days,T2,ambient,216,150.91
20190402,16_days,T2,ambient,216,116.3
20190402,16_days,T2,ambient,216,126.031
20190402,16_days,T2,ambient,216,139.722
20190402,16_days,T2,ambient,216,150.84
20190402,16_days,T2,ambient,216,131.224
20190402,16_days,T2,ambient,216,152.939
20190402,16_days,T2,ambient,216,166.565
20190402,16_days,T2,ambient,216,162.69
20190402,16_days,T2,ambient,216,160.47
20190402,16_days,T2,ambient,216,156.245
20190402,16_days,T2,ambient,216,167.553
20190402,16_days,T2,ambient,216,172.349
20190402,16_days,T2,ambient,216,152.137
20190402,16_days,T2,ambient,216,153.824
20190402,16_days,T2,ambient,216,158.868
20190402,16_days,T2,ambient,216,134.661
20190402,16_days,T2,ambient,216,167.101
20190402,16_days,T2,ambient,216,167.545
20190402,16_days,T2,ambient,216,163.321
20190402,16_days,T2,ambient,216,146.859
20190402,16_days,T2,ambient,216,161.637
20190402,16_days,T2,ambient,216,149.22
20190402,16_days,T2,ambient,216,157.691
20190402,16_days,T2,ambient,216,167.574
20190402,16_days,T2,ambient,216,146.266
20190402,16_days,T2,ambient,216,170.893
20190402,16_days,T2,ambient,216,167.081
20190402,16_days,T2,ambient,216,156.835
20190402,16_days,T2,ambient,216,124.079
20190402,16_days,T2,ambient,216,167.091
20190402,16_days,T2,ambient,216,172.532
20190402,16_days,T2,ambient,216,154.126
20190402,16_days,T2,ambient,216,170.069
20190402,16_days,T2,ambient,216,176.322
20190402,16_days,T2,ambient,216,118.663
20190402,16_days,T2,ambient,216,156.869
20190402,16_days,T3,var.pH,218,171.037
20190402,16_days,T3,var.pH,218,165.022
20190402,16_days,T3,var.pH,218,147.083
20190402,16_days,T3,var.pH,218,144.797
20190402,16_days,T3,var.pH,218,157.804
20190402,16_days,T3,var.pH,218,159.857
20190402,16_days,T3,var.pH,218,144.812
20190402,16_days,T3,var.pH,218,160.198
20190402,16_days,T3,var.pH,218,138.814
20190402,16_days,T3,var.pH,218,143.086
20190402,16_days,T3,var.pH,218,147.165
20190402,16_days,T3,var.pH,218,164.337
20190402,16_days,T3,var.pH,218,152.514
20190402,16_days,T3,var.pH,218,149.425
20190402,16_days,T3,var.pH,218,153.379
20190402,16_days,T3,var.pH,218,154.37
20190402,16_days,T3,var.pH,218,154.604
20190402,16_days,T3,var.pH,218,165.847
20190402,16_days,T3,var.pH,218,123.389
20190402,16_days,T3,var.pH,218,149.596
20190402,16_days,T3,var.pH,218,115.335
20190402,16_days,T3,var.pH,218,166.343
20190402,16_days,T3,var.pH,218,165.262
20190402,16_days,T3,var.pH,218,164.562
20190402,16_days,T3,var.pH,218,176.901
20190402,16_days,T3,var.pH,218,162.854
20190402,16_days,T3,var.pH,218,151.048
20190402,16_days,T3,var.pH,218,145.611
20190402,16_days,T3,var.pH,218,159.13
20190402,16_days,T3,var.pH,218,139.604
20190402,16_days,T3,var.pH,218,153.475
20190402,16_days,T3,var.pH,218,148.487
20190402,16_days,T3,var.pH,218,150.305
20190402,16_days,T3,var.pH,218,156.94
20190402,16_days,T3,var.pH,218,113.159
20190402,16_days,T3,var.pH,218,141.965
20190402,16_days,T3,var.pH,218,126.849
20190402,16_days,T3,var.pH,218,147.907
20190402,16_days,T3,var.pH,218,158.961
20190402,16_days,T3,var.pH,218,143.567
20190402,16_days,T3,var.pH,218,143.248
20190402,16_days,T3,var.pH,218,172.724
20190402,16_days,T3,var.pH,218,154.289
20190402,16_days,T3,var.pH,218,137.916
20190402,16_days,T3,var.pH,218,144.406
20190402,16_days,T3,var.pH,218,151.591
20190402,16_days,T3,var.pH,218,154.102
20190402,16_days,T3,var.pH,218,150.991
20190402,16_days,T3,var.pH,218,151.221
20190402,16_days,T3,var.pH,218,155.041
20190402,16_days,T3,var.pH,218,136.799
20190402,16_days,T3,var.pH,218,149.398
20190402,16_days,T3,var.pH,218,145.531
20190406,20_days,T1,ambient,220,188.336
20190406,20_days,T1,ambient,220,191.307
20190406,20_days,T1,ambient,220,185.655
20190406,20_days,T1,ambient,220,160.932
20190406,20_days,T2,ambient,225,147.509
20190406,20_days,T2,ambient,225,155.14
20190406,20_days,T2,ambient,225,168.57
20190406,20_days,T2,ambient,225,200.541
20190406,20_days,T2,ambient,225,201.186
20190406,20_days,T2,ambient,225,167.409
20190406,20_days,T2,ambient,225,188.071
20190406,20_days,T2,ambient,225,163.811
20190406,20_days,T2,ambient,225,179.436
20190406,20_days,T3,var.pH,227,129.89
20190406,20_days,T3,var.pH,227,155.659
20190406,20_days,T3,var.pH,227,160.359
20190406,20_days,T3,var.pH,227,183.355
20190406,20_days,T3,var.pH,227,162.269
20190406,20_days,T3,var.pH,227,148.309
20190406,20_days,T3,var.pH,227,161.956
20190406,20_days,T3,var.pH,227,141.933
20190406,20_days,T3,var.pH,227,168.2
20190406,20_days,T3,var.pH,227,156.512
20190406,20_days,T3,var.pH,227,183.844
20190406,20_days,T3,var.pH,227,191.159
20190406,20_days,T3,var.pH,227,151.519
20190406,20_days,T3,var.pH,227,157.789
20190406,20_days,T3,var.pH,227,208.174
20190406,20_days,T3,var.pH,227,166.596
20190406,20_days,T3,var.pH,227,154.628
20190406,20_days,T3,var.pH,227,181.027
20190406,20_days,T3,var.pH,227,189.957
20190406,20_days,T3,var.pH,227,167.5
20190406,20_days,T3,var.pH,227,142.028
20190406,20_days,T3,var.pH,227,178.751
20190406,20_days,T3,var.pH,227,162.865
20190406,20_days,T3,var.pH,227,134.408
20190406,20_days,T3,var.pH,227,145.975
20190406,20_days,T3,var.pH,227,167.39
20190406,20_days,T3,var.pH,227,185.217
20190406,20_days,T3,var.pH,227,175.763
20190406,20_days,T3,var.pH,227,210.859
20190406,20_days,T3,var.pH,227,170.689
20190406,20_days,T3,var.pH,227,183.394
20190406,20_days,T3,var.pH,227,163.366
20190406,20_days,T3,var.pH,227,205.621
20190406,20_days,T3,var.pH,227,151.978
20190406,20_days,T3,var.pH,227,160.563
20190406,20_days,T3,var.pH,227,203.323
20190406,20_days,T3,var.pH,227,149.486
20190406,20_days,T3,var.pH,227,195.072
20190406,20_days,T3,var.pH,227,160.856
20190406,20_days,T3,var.pH,227,175.925
20190410,24_days,T1,ambient,233,186.48
20190410,24_days,T1,ambient,233,216.715
20190410,24_days,T1,ambient,233,199.439
20190410,24_days,T1,ambient,233,206.415
20190410,24_days,T1,ambient,233,228.735
20190410,24_days,T1,ambient,233,205.327
20190410,24_days,T1,ambient,233,196.131
20190410,24_days,T1,ambient,233,172.494
20190410,24_days,T1,ambient,233,175.087
20190410,24_days,T1,ambient,233,189.808
20190410,24_days,T1,ambient,233,216.694
20190410,24_days,T1,ambient,233,221.979
20190410,24_days,T1,ambient,233,215.234
20190410,24_days,T1,ambient,233,225.927
20190410,24_days,T1,ambient,233,226.238
20190410,24_days,T1,ambient,233,253.878
20190410,24_days,T1,ambient,233,249.56
20190410,24_days,T1,ambient,233,223.232
20190410,24_days,T1,ambient,233,173.857
20190410,24_days,T1,ambient,233,190.708
20190410,24_days,T1,ambient,233,198.246
20190410,24_days,T1,ambient,233,192.784
20190410,24_days,T1,ambient,233,242.889
20190410,24_days,T1,ambient,233,234.388
20190410,24_days,T1,ambient,233,235.57
20190410,24_days,T1,ambient,233,242.07
20190410,24_days,T1,ambient,233,253.364
20190410,24_days,T1,ambient,233,220.768
20190410,24_days,T3,var.pH,235,171.532
20190410,24_days,T3,var.pH,235,190.288
20190410,24_days,T3,var.pH,235,178.413
20190410,24_days,T3,var.pH,235,161.012
20190410,24_days,T3,var.pH,235,160.882
20190410,24_days,T3,var.pH,235,178.371
20190410,24_days,T3,var.pH,235,174.102
20190410,24_days,T3,var.pH,235,188.958
20190410,24_days,T3,var.pH,235,192.896
20190410,24_days,T3,var.pH,235,246.459
20190410,24_days,T3,var.pH,235,190.748
20190410,24_days,T3,var.pH,235,164.091
20190410,24_days,T3,var.pH,235,190.093
20190410,24_days,T3,var.pH,235,160.169
20190410,24_days,T3,var.pH,235,183.017
20190410,24_days,T3,var.pH,235,193.192
20190410,24_days,T3,var.pH,235,149.46
20190410,24_days,T3,var.pH,235,153.245
20190410,24_days,T3,var.pH,235,199.915
20190410,24_days,T3,var.pH,235,171.982
20190410,24_days,T3,var.pH,235,171.106
20190410,24_days,T3,var.pH,235,153.847
20190410,24_days,T3,var.pH,235,202.075
20190410,24_days,T3,var.pH,235,194.075
20190410,24_days,T3,var.pH,235,172.64
20190410,24_days,T3,var.pH,235,178.018
20190410,24_days,T3,var.pH,235,161.077
20190410,24_days,T3,var.pH,235,217.372
20190410,24_days,T3,var.pH,235,187.998
20190410,24_days,T3,var.pH,235,144.276
20190414,28_days,T1,ambient,237,243.845
20190414,28_days,T1,ambient,237,261.216
20190414,28_days,T1,ambient,237,270.637
20190414,28_days,T1,ambient,237,218.773
20190414,28_days,T1,ambient,237,272.066
20190414,28_days,T1,ambient,237,242.673
20190414,28_days,T1,ambient,237,239.27
20190414,28_days,T1,ambient,237,256.705
20190414,28_days,T1,ambient,237,272.623
20190414,28_days,T1,ambient,237,263.664
20190414,28_days,T1,ambient,237,269.249
20190414,28_days,T1,ambient,237,272.132
20190414,28_days,T1,ambient,237,281.314
20190414,28_days,T1,ambient,237,269.768
20190414,28_days,T1,ambient,237,326.905
20190414,28_days,T1,ambient,237,261.707
20190414,28_days,T1,ambient,237,284.67
